ÐòºÅ,self_density,log10_self_sp
931,0.059017495,-1.229019231
932,0.059053254,-1.228756165
933,0.059275442,-1.227125202
934,0.059330759,-1.226720094
935,0.059384227,-1.226328895
936,0.059457424,-1.225793913
937,0.059672774,-1.224223774
938,0.059842986,-1.222986742
939,0.059919062,-1.222434995
940,0.059945209,-1.22224552
941,0.059962977,-1.222116816
942,0.060025465,-1.221664469
943,0.060032655,-1.221612448
944,0.060095091,-1.221161001
945,0.060183067,-1.220525682
946,0.060262183,-1.21995514
947,0.060307051,-1.219631909
948,0.060390235,-1.219033283
949,0.060436685,-1.218699364
950,0.060445522,-1.21863587
951,0.060606745,-1.217479041
952,0.060790265,-1.21616596
953,0.06089858,-1.215392834
954,0.061094968,-1.213994558
955,0.061113038,-1.213866128
956,0.061137178,-1.213694615
957,0.061144253,-1.21364436
958,0.061148271,-1.213615816
959,0.061276193,-1.212708225
960,0.061448166,-1.211491077
961,0.061712935,-1.209623795
962,0.061836573,-1.208754589
963,0.06185931,-1.208594928
964,0.061991628,-1.207666959
965,0.062048046,-1.207271887
966,0.06222073,-1.206064897
967,0.062253381,-1.205837055
968,0.062682298,-1.202855088
969,0.062857437,-1.201643332
970,0.0629914,-1.200718739
971,0.063112793,-1.1998826
972,0.063134484,-1.199733363
973,0.063145982,-1.19965428
974,0.063213115,-1.199192806
975,0.063340843,-1.198316163
976,0.063479248,-1.197368229
977,0.063492736,-1.197275958
978,0.063570226,-1.196746244
979,0.063603444,-1.196519365
980,0.06379679,-1.195201175
981,0.064017944,-1.193698277
982,0.064148683,-1.192812254
983,0.06417233,-1.192652194
984,0.064260436,-1.192056334
985,0.064303073,-1.191768271
986,0.064350815,-1.191445949
987,0.064369404,-1.191320515
988,0.064521247,-1.190297249
989,0.064611512,-1.189690096
990,0.064669174,-1.189302687
991,0.064780467,-1.188555922
992,0.064830639,-1.188219699
993,0.064915268,-1.187653143
994,0.064944699,-1.187456292
995,0.064991504,-1.187143414
996,0.065270205,-1.185285022
997,0.065388634,-1.184497738
998,0.065518582,-1.183635512
999,0.065588191,-1.183174348
1000,0.065591032,-1.183155538
1001,0.065699812,-1.182435876
1002,0.065735724,-1.18219855
1003,0.065860613,-1.18137423
1004,0.066011841,-1.180378156
1005,0.066047081,-1.180146369
1006,0.066086927,-1.179884442
1007,0.066158295,-1.179415694
1008,0.066324421,-1.178326535
1009,0.066458683,-1.177448268
1010,0.066493473,-1.177220986
1011,0.066495865,-1.177205357
1012,0.066646091,-1.176225318
1013,0.066668431,-1.176079766
1014,0.066716601,-1.175766089
1015,0.067285277,-1.172079953
1016,0.067295805,-1.172012004
1017,0.067633009,-1.169841288
1018,0.067833575,-1.168555293
1019,0.068231918,-1.16601242
1020,0.068394779,-1.164977051
1021,0.068502771,-1.164291858
1022,0.068865654,-1.161997324
1023,0.069404366,-1.158613208
1024,0.069411539,-1.158568325
1025,0.069649064,-1.157084718
1026,0.069817696,-1.156034487
1027,0.070017662,-1.154792394
1028,0.071091369,-1.148183121
1029,0.0712337,-1.1473145
1030,0.071370845,-1.14647916
1031,0.071425682,-1.146145601
1032,0.071925679,-1.143116032
1033,0.07220726,-1.141419135
1034,0.072251264,-1.141154549
1035,0.072285554,-1.140948486
1036,0.072524395,-1.139515883
1037,0.072745559,-1.138193515
1038,0.072951376,-1.136966511
1039,0.073009519,-1.136620511
1040,0.073246744,-1.135211677
1041,0.074189531,-1.129657374
1042,0.074783943,-1.126191643
1043,0.075840798,-1.120097108
1044,0.076772591,-1.114793803
1045,0.076855562,-1.114324697
1046,0.077072417,-1.113101022
1047,0.077150051,-1.112663784
1048,0.078440441,-1.105459972
1049,0.078599099,-1.104582431
1050,0.07886327,-1.103125221
1051,0.079383206,-1.100271365
1052,0.079413219,-1.100107199
1053,0.07954851,-1.09936795
1054,0.079944679,-1.097210439
1055,0.080227316,-1.095677739
1056,0.081430429,-1.089213279
1057,0.082216952,-1.08503863
1058,0.082738202,-1.08229392
1059,0.085019816,-1.070479837
1060,0.085345388,-1.068819943
1061,0.089519924,-1.048080294
