ÐòºÅ,normalization_mutual_sparseness,log10_nor_mutual_sp
929,0.001508624,-2.821419016
930,0.00152838,-2.815768726
931,0.001529688,-2.815397216
932,0.001529688,-2.815397216
933,0.001530995,-2.815026341
934,0.001544002,-2.81135202
935,0.00154465,-2.811169925
936,0.001555616,-2.808097462
937,0.001557544,-2.807559747
938,0.001562031,-2.806310232
939,0.001565868,-2.805244912
940,0.001565868,-2.805244912
941,0.001570968,-2.803832567
942,0.001575418,-2.802604257
943,0.00158112,-2.801035141
944,0.001582384,-2.800687983
945,0.001582384,-2.800687983
946,0.001598105,-2.796394699
947,0.001601231,-2.795546135
948,0.001620475,-2.790357784
949,0.001627863,-2.788382208
950,0.001632157,-2.787238035
951,0.001640103,-2.785129005
952,0.001640712,-2.784967617
953,0.001644365,-2.784001802
954,0.00169998,-2.769556224
955,0.001701744,-2.769105866
956,0.001744686,-2.758282821
957,0.001771984,-2.751540321
958,0.001798867,-2.745000889
959,0.001867597,-2.728716907
960,0.002052291,-2.687760964
961,0.002063468,-2.685402317
