ÐòºÅ,normalization_mutual_sparseness,log10_nor_mutual_sp
922,0.00125874,-2.900063933
923,0.001261116,-2.899245024
924,0.001261116,-2.899245024
925,0.001263487,-2.898429191
926,0.001263487,-2.898429191
927,0.001263487,-2.898429191
928,0.001269789,-2.896268504
929,0.001269789,-2.896268504
930,0.001269789,-2.896268504
931,0.001269789,-2.896268504
932,0.001277622,-2.893597533
933,0.001277622,-2.893597533
934,0.001279183,-2.893067258
935,0.001279183,-2.893067258
936,0.001279963,-2.892802606
937,0.001286184,-2.890696919
938,0.001289283,-2.889651684
939,0.001289283,-2.889651684
940,0.001289283,-2.889651684
941,0.001295459,-2.887576187
942,0.001296229,-2.887318139
943,0.001298537,-2.88654583
944,0.001298537,-2.88654583
945,0.001298537,-2.88654583
946,0.001298537,-2.88654583
947,0.001298537,-2.88654583
948,0.001298537,-2.88654583
949,0.001298537,-2.88654583
950,0.001302373,-2.885264722
951,0.001302373,-2.885264722
952,0.001302373,-2.885264722
953,0.001302373,-2.885264722
954,0.001304669,-2.884499669
955,0.001304669,-2.884499669
956,0.001307724,-2.883483774
957,0.001313814,-2.881466131
958,0.001313814,-2.881466131
959,0.001313814,-2.881466131
960,0.001313814,-2.881466131
961,0.001314573,-2.881215239
962,0.001314573,-2.881215239
963,0.001319119,-2.879715942
964,0.001319875,-2.879467063
965,0.001325909,-2.87748623
966,0.001326661,-2.877239892
967,0.001328165,-2.876748052
968,0.001328165,-2.876748052
969,0.001332664,-2.875279181
970,0.001332664,-2.875279181
971,0.001340875,-2.872611789
972,0.001340875,-2.872611789
973,0.001343848,-2.871649895
974,0.001343848,-2.871649895
975,0.001343848,-2.871649895
976,0.001343848,-2.871649895
977,0.001343848,-2.871649895
978,0.001343848,-2.871649895
979,0.001343848,-2.871649895
980,0.001346814,-2.870692243
981,0.001350513,-2.869501087
982,0.001350513,-2.869501087
983,0.001356411,-2.867608724
984,0.001356411,-2.867608724
985,0.001358616,-2.866903318
986,0.001363747,-2.865266228
987,0.001363747,-2.865266228
988,0.001363747,-2.865266228
989,0.001370316,-2.863179373
990,0.001376128,-2.861341078
991,0.001376128,-2.861341078
992,0.001379025,-2.860427734
993,0.001385522,-2.858386649
994,0.001385522,-2.858386649
995,0.001385522,-2.858386649
996,0.001386961,-2.857935668
997,0.00138768,-2.857710528
998,0.00138768,-2.857710528
999,0.00138768,-2.857710528
1000,0.001391271,-2.856588317
1001,0.001399137,-2.854139681
1002,0.001399137,-2.854139681
1003,0.001401987,-2.853256069
1004,0.001412622,-2.849974185
1005,0.001412622,-2.849974185
1006,0.001424578,-2.846313708
1007,0.00143017,-2.844612252
1008,0.00143017,-2.844612252
1009,0.00143017,-2.844612252
1010,0.001435741,-2.842924024
1011,0.001435741,-2.842924024
1012,0.001438518,-2.842084806
1013,0.001440597,-2.841457515
1014,0.00145301,-2.837731351
1015,0.00145301,-2.837731351
1016,0.00145301,-2.837731351
1017,0.00145301,-2.837731351
1018,0.00145301,-2.837731351
1019,0.001458493,-2.836095582
1020,0.001463274,-2.834674324
1021,0.001465318,-2.834068049
1022,0.001473466,-2.831659737
1023,0.00147482,-2.831260936
1024,0.00147482,-2.831260936
1025,0.001479548,-2.829870871
1026,0.001487619,-2.827508412
1027,0.001498311,-2.824397923
1028,0.001500973,-2.823627214
1029,0.001506943,-2.821903054
1030,0.001526677,-2.816252763
1031,0.001527984,-2.815881254
1032,0.001527984,-2.815881254
1033,0.001529289,-2.815510379
1034,0.001542283,-2.811836057
1035,0.001542929,-2.811653963
1036,0.001553884,-2.808581499
1037,0.001555809,-2.808043784
1038,0.001560291,-2.806794269
1039,0.001564124,-2.80572895
1040,0.001564124,-2.80572895
1041,0.001569218,-2.804316605
1042,0.001573663,-2.803088294
1043,0.001573663,-2.803088294
1044,0.001579359,-2.801519178
1045,0.001580622,-2.80117202
1046,0.001580622,-2.80117202
1047,0.001596325,-2.796878736
1048,0.001599447,-2.796030172
1049,0.001618669,-2.790841822
1050,0.001626049,-2.788866245
1051,0.001630339,-2.787722072
1052,0.001638276,-2.785613042
1053,0.001638884,-2.785451655
1054,0.001642533,-2.784485839
1055,0.001698086,-2.770040261
1056,0.001699848,-2.769589904
1057,0.001742742,-2.758766858
1058,0.00177001,-2.752024358
1059,0.001796863,-2.745484926
1060,0.002050005,-2.688245001
1061,0.002061169,-2.685886354
