Long,Lat,v1_sp_75_555_111_1021_0__real3,Name
4.17,-4.42,-2.317746878,name751
0.96,-4.13,-2.54213953,name752
1.28,2.62,-1.809665561,name753
3.43,2.08,-0.342519403,name754
1.51,2.53,-1.74612391,name755
-0.28,4.77,0.142407626,name756
-2.76,-1.43,-1.621299148,name757
3.61,3.79,0.698032856,name758
-0.92,-0.95,-0.411597818,name759
-4.96,1.15,-0.076160096,name760
2.49,3.52,-1.593176126,name761
1.21,-4.08,-3.066456318,name762
4.5,-0.76,-0.58240211,name763
-1.13,-2.5,-0.381126136,name764
2.34,1.08,-0.356034547,name765
-0.14,3.59,0.09404894,name766
1.27,2.03,-1.201219916,name767
-3.68,1.5,-0.657949507,name768
1.69,-5,-0.961097419,name769
3.94,1.45,-0.495233417,name770
3.66,-3.36,-0.39797467,name771
0.25,-0.62,1.022906542,name772
-1.43,-2.33,0.496329784,name773
-0.73,4.06,-0.628194988,name774
-3.7,-1.23,0.118557677,name775
2.6,4.7,-0.790251136,name776
0.88,2.57,-1.761814952,name777
-3.28,-2.28,-0.982944131,name778
3.93,3.73,0.768823922,name779
-0.14,3.9,-0.747231424,name780
-2.37,-2.66,0.353655487,name781
3.37,3.03,0.140323207,name782
3.67,4.87,0.524205983,name783
-3.34,1.92,0.573112369,name784
-1.32,4.57,0.133865431,name785
4.53,1.34,-1.152780533,name786
-1.18,3.41,-0.926153064,name787
3.59,-4.33,-2.293018579,name788
-0.71,-3.57,-0.006628085,name789
-1.93,-0.07,-0.129851997,name790
3.05,-3.51,-1.262370825,name791
0.21,1.47,1.590977669,name792
3.98,4.27,1.046075344,name793
-3.73,4.49,-0.817194164,name794
-0.24,-4.52,-0.364889026,name795
-0.1,-3.59,0.136006966,name796
0.51,2.2,-0.519636512,name797
1.48,4.75,0.173414752,name798
4.51,-0.56,-0.830824196,name799
-0.98,4.11,-0.256343722,name800
-0.5,0.84,-0.634358168,name801
4.89,-2.26,-0.911581278,name802
0.72,4.4,-0.355781794,name803
-1.9,0.58,-1.609684229,name804
-2.59,1.31,-1.82422328,name805
4.05,-0.43,-0.439907908,name806
4.68,-0.22,-1.770572901,name807
3.63,3.44,0.594864607,name808
-3.43,-1.59,-0.80561316,name809
1.36,-1.53,-0.776914477,name810
0.57,1.78,0.37748757,name811
-3.09,-4.03,-1.203181863,name812
-3.16,-3.84,-1.943483233,name813
-0.05,1.25,1.127368927,name814
-3.43,-3.63,-1.20593226,name815
-3.44,3.13,-1.452701092,name816
0.68,0.5,1.393686414,name817
3.23,-3.74,-2.977824926,name818
3.51,0.23,-0.996669352,name819
3.52,-3.02,-1.584998846,name820
-0.87,-0.44,-2.446352482,name821
-0.52,-4.03,-0.18561697,name822
-0.84,-0.17,-0.283410072,name823
4.59,4.21,1.78933692,name824
-1.58,-0.56,-1.465798855,name825
-4.57,2.26,-0.049851932,name826
-2.46,0.93,-0.567589402,name827
-1.27,-0.04,0.016684791,name828
-0.48,1.48,1.561617613,name829
-4.07,-1.86,-0.113695785,name830
0.21,2.61,-0.707612276,name831
1.86,-1.03,-1.590906858,name832
-2.98,0.17,-0.556835055,name833
0.4,0.36,0.879709244,name834
-4.96,4.74,-0.169999257,name835
4.68,-0.76,-0.303083152,name836
2.52,0.5,-1.055101514,name837
-1.69,0.43,-0.357495338,name838
1.07,1.81,-1.681894541,name839
2.86,-3.81,-2.287262201,name840
3.78,-2.7,-1.354814529,name841
3.63,4.44,0.840034306,name842
4.72,-2.54,-0.459728509,name843
2.02,3.56,-0.644071698,name844
-0.13,0.52,-0.189493358,name845
3.65,-4.95,-0.445826769,name846
3.48,3.94,1.17624712,name847
-2.01,-2.67,1.566711783,name848
0.07,4.57,1.402589679,name849
-1.3,1.2,1.333703399,name850
-2.74,-4.43,-0.942494988,name851
1.04,-3.64,-1.059064031,name852
-1.05,4.48,-1.244614005,name853
2.9,-0.5,-0.866989791,name854
-3.82,-0.12,-0.413658231,name855
0.82,-4.92,-3.084604502,name856
2.83,-1.45,-2.478561401,name857
1.66,4.86,-0.469507217,name858
-3.83,-3.32,-0.482183576,name859
-4.75,1.67,0.512852848,name860
-3.32,-3.45,-1.090249658,name861
-1.26,-0.71,-0.955614269,name862
-1.22,0.45,-0.719702005,name863
-2.69,4.46,0.52227366,name864
-4.59,-0.35,-0.853465259,name865
-3.87,-4.24,-0.655842602,name866
-1.9,-2.11,-0.428480357,name867
3.65,1,0.292513698,name868
4.51,-1.98,-0.383306175,name869
-4.79,-2.97,-0.77624625,name870
0.54,-0.42,0.039157223,name871
-2.16,-3.78,-0.897021472,name872
1.66,2.07,-1.087749481,name873
3.79,1.88,-1.68882525,name874
-1.43,1.67,-0.167202696,name875
-3.58,-2.48,1.776957989,name876
-3.48,4.68,-0.851689935,name877
1.91,-1.89,-1.658659816,name878
2.49,-2.75,-0.042585522,name879
1.43,-2.02,-1.31353569,name880
-0.85,4.37,-1.038671613,name881
1.67,-0.25,0.973760426,name882
4.29,4.18,1.964635968,name883
-0.31,1.01,0.98341161,name884
1.51,-0.57,-0.678218126,name885
-2.61,-3.36,-1.559424996,name886
1.9,0.89,-1.167314529,name887
-1.49,2.98,-1.08045578,name888
-2.47,-4.81,0.585433185,name889
2.56,-0.99,-1.954229951,name890
-0.42,1.87,1.163492441,name891
0.29,3.28,1.835186601,name892
3.44,-1.85,-1.54052937,name893
3.96,0.38,0.372956663,name894
4.56,2.61,-1.264806032,name895
4.82,-0.89,-0.476354629,name896
4.55,-3.4,0.077135168,name897
0.59,-4.78,-2.390315056,name898
4.7,-2.13,-0.808676124,name899
-4.88,3.13,-0.354241729,name900
4.19,2.21,-0.426516563,name901
2.5,3.25,-2.870908499,name902
-4.61,-1.56,-0.412087739,name903
1.65,1.73,-1.249677539,name904
-1.21,-3.63,0.938466489,name905
-2.53,3.31,-0.228673711,name906
-2.91,-3.94,-0.806934357,name907
1.56,-1.74,-0.481094092,name908
-0.5,-3.32,0.104238667,name909
3.8,3.52,0.518214107,name910
1.43,1.03,-2.215681076,name911
-3.43,-1.04,-0.993075371,name912
-3.65,-4.68,-0.902104855,name913
1.97,-4.69,-0.629465878,name914
3.7,-1.45,0.61604315,name915
-2.75,-2.25,-0.755064011,name916
-0.09,4.11,-0.409499168,name917
-3.53,-0.05,-0.255109012,name918
-0.72,0.34,-1.544422388,name919
-2.73,-2.57,0.6299842,name920
2.04,2.62,0.125535727,name921
-0.8,-1.77,-0.03689089,name922
-0.43,-1.84,-0.539370298,name923
-4.03,-3.06,1.337627769,name924
-3.53,-2.3,0.177095547,name925
-4.63,-0.79,-1.314932466,name926
1,3.48,-0.773490131,name927
-1.42,-4.39,0.228447229,name928
0.94,-4.61,-3.844532967,name929
4.29,-0.44,-1.245424628,name930
4.97,0.58,-0.222713634,name931
2.04,2.41,0.291263908,name932
-2.79,1.53,-2.098446608,name933
-3.75,-0.52,-0.787144721,name934
3.57,3.09,0.578905284,name935
2.19,-2.55,2.132073402,name936
-3.44,0.64,-0.858318865,name937
3.71,1.36,-1.44983983,name938
3.42,-3.71,-2.49002409,name939
-1.37,-1.65,-1.035533905,name940
2.32,1.81,1.393962264,name941
1.88,1.28,-0.195826516,name942
1.57,3.46,-0.619291544,name943
-3.72,3.59,-0.069836281,name944
0.51,-2.64,-0.926530123,name945
-2.53,2.47,-1.436331272,name946
3.15,3.47,0.961921871,name947
2.07,-2.37,0.800899744,name948
0.7,-3.66,-0.735301077,name949
-4.67,4.42,-1.271446109,name950
-3.76,4.31,0.728388846,name951
-2.21,-4.94,0.705486953,name952
1,-0.32,-0.463959873,name953
4.25,3.53,-0.073080286,name954
4.19,3.34,-0.110759616,name955
4.75,2.3,-0.904480934,name956
4.63,2.15,-1.208200812,name957
-1.24,-4.34,-1.207427621,name958
0.5,0.71,0.045590267,name959
4.14,-1.36,-0.248110428,name960
-3.31,2.68,0.066473305,name961
2.51,2.94,-2.789061069,name962
-0.33,-2.4,-1.692152739,name1050
